"College
Code",College Name,"Branch
code",Branch Name,OC,BC,BCM,MBC_DNC,SC,SCA,ST
4981,PONJESLY COLLEGE OF ENGINEERING,CS,"Computer Science and
Engineering",131.33,,,,,,
4981,PONJESLY COLLEGE OF ENGINEERING,ME,Mechanical Engineering,132.67,,,,,,
4982,VINS CHRISTIAN COLLEGE OF ENGINEERING,CE,Civil Engineering,,130.67,,,,,
4982,VINS CHRISTIAN COLLEGE OF ENGINEERING,ME,Mechanical Engineering,125.33,,,,,,
4983,"LORD JEGANNATH COLLEGE OF ENGINEERING
AND TECHNOLOGY",EC,"Electronics and
Communication Engineering",,,,124,,,
4984,"MARTHANDAM COLLEGE OF ENGINEERING
AND TECHNOLOGY",CE,Civil Engineering,135,,,,,,
4984,"MARTHANDAM COLLEGE OF ENGINEERING
AND TECHNOLOGY",CS,"Computer Science and
Engineering",128,,,,,,
4984,"MARTHANDAM COLLEGE OF ENGINEERING
AND TECHNOLOGY",EC,"Electronics and
Communication Engineering",132,,,,,,
4984,"MARTHANDAM COLLEGE OF ENGINEERING
AND TECHNOLOGY",ME,Mechanical Engineering,,130.33,,,,,
4989,PSN ENGINEERING COLLEGE,AU,Automobile Engineering,,,121.67,,,,
4989,PSN ENGINEERING COLLEGE,CE,Civil Engineering,122.33,,,,119,,
4989,PSN ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",127.33,117.67,,,,,
4989,PSN ENGINEERING COLLEGE,ME,Mechanical Engineering,127.33,119,,,,,
4989,PSN ENGINEERING COLLEGE,MU,"Mechanical  and Automation
Engineering",124,,,,,,
4992,BETHLAHEM INSTITUTE OF ENGINEERING,CE,Civil Engineering,122.67,,,,,,
4992,BETHLAHEM INSTITUTE OF ENGINEERING,EC,"Electronics and
Communication Engineering",138,,,,,,
4992,BETHLAHEM INSTITUTE OF ENGINEERING,ME,Mechanical Engineering,166.83,,,,,,
4993,"LOYOLA INSTITUTE OF TECHNOLOGY AND
SCIENCE",CE,Civil Engineering,126,,,,,,
4993,"LOYOLA INSTITUTE OF TECHNOLOGY AND
SCIENCE",CS,"Computer Science and
Engineering",,,,,112.67,,
4993,"LOYOLA INSTITUTE OF TECHNOLOGY AND
SCIENCE",EC,"Electronics and
Communication Engineering",130.67,121.33,,,,,
4993,"LOYOLA INSTITUTE OF TECHNOLOGY AND
SCIENCE",IT,Information Technology,129.33,,,,,,
4993,"LOYOLA INSTITUTE OF TECHNOLOGY AND
SCIENCE",ME,Mechanical Engineering,135.67,,,,,,
4994,J P COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",118.67,118.67,,,,,
4994,J P COLLEGE OF ENGINEERING,EE,"Electrical and Electronics
Engineering",,123.67,,,,,
4994,J P COLLEGE OF ENGINEERING,ME,Mechanical Engineering,125.67,147,,,,,
4996,"SRI VIDYA COLLEGE OF ENGINEERING &
TECHNOLOGY",CE,Civil Engineering,122.67,,,,,,
4996,"SRI VIDYA COLLEGE OF ENGINEERING &
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",119.67,,,,,,
4996,"SRI VIDYA COLLEGE OF ENGINEERING &
TECHNOLOGY",ME,Mechanical Engineering,126,,,,,,
4999,"ANNAI VAILANKANNI COLLEGE OF
ENGINEERING",EE,"Electrical and Electronics
Engineering",103.67,,,,,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",CE,Civil Engineering,,152.33,,,,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",CM,"Computer Science and
Engineering (SS)",139.33,,,,,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",CN,Civil Engineering (SS),149,,,,,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",CS,"Computer Science and
Engineering",172.67,,,,,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",,,,148.33,,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",,,,,131.33,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",EM,"Electronics and
Communication Engg. (SS)",141.33,128.33,,,,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",EY,Elec. And Electronics Engg (SS),113,,,,,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",ME,Mechanical Engineering,169,,,,,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",MF,Mechanical Engg. (SS),,,,142.33,120.33,,
5008,"THIAGARAJAR COLLEGE OF ENGINEERING
(AUTONOMOUS)",MG,Mechatronics (SS),150.67,,128,,,,
5009,"GOVERNMENT COLLEGE OF ENGINEERING,
BODIYANAYAKKANUR",CE,Civil Engineering,140.33,,,,,,
5009,"GOVERNMENT COLLEGE OF ENGINEERING,
BODIYANAYAKKANUR",CS,"Computer Science and
Engineering",,128,,,,,
5009,"GOVERNMENT COLLEGE OF ENGINEERING,
BODIYANAYAKKANUR",EC,"Electronics and
Communication Engineering",,,,,120.67,,
5009,"GOVERNMENT COLLEGE OF ENGINEERING,
BODIYANAYAKKANUR",EE,"Electrical and Electronics
Engineering",,,,121.33,,,
5530,"SSM INSTITUTE OF ENGINEERING AND
TECHNOLOGY",AU,Automobile Engineering,126.67,,,,,,
5530,"SSM INSTITUTE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,121,,,,,,
5530,"SSM INSTITUTE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",130.67,126,,,,,
5530,"SSM INSTITUTE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,114.33,,,,,,
5532,VAIGAI COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",118.67,,,,,,
5532,VAIGAI COLLEGE OF ENGINEERING,ME,Mechanical Engineering,125.33,111.33,,,,,
5536,MANGAYARKARASI COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",129.67,,,,,,
5703,"CHRISTIAN COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",141.33,,,,,,
5703,"CHRISTIAN COLLEGE OF ENGINEERING AND
TECHNOLOGY",IT,Information Technology,121.67,,,,,,
5703,"CHRISTIAN COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,130.33,,,,,,
5862,"R.V.S. SCHOOL OF ENGINEERING AND
TECHNOLOGY",AE,Aeronautical Engineering,,119.67,,,114.33,,
5862,"R.V.S. SCHOOL OF ENGINEERING AND
TECHNOLOGY",AU,Automobile Engineering,128.33,,,117.67,,,
5862,"R.V.S. SCHOOL OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,133.17,127.67,,,,,
5865,"NADAR SARASWATHI COLLEGE OF
ENGINEERING & TECHNOLOGY",ME,Mechanical Engineering,115.33,114.67,,,113,,
5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF
ENGG. AND TECH. (AUTONOMOUS)",CE,Civil Engineering,,,,,140,,
5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF
ENGG. AND TECH. (AUTONOMOUS)",CS,"Computer Science and
Engineering",146.33,128.33,,,,,
5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF
ENGG. AND TECH. (AUTONOMOUS)",EC,"Electronics and
Communication Engineering",,,,,,125.33,
5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF
ENGG. AND TECH. (AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",155.67,142,,151,,,
5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF
ENGG. AND TECH. (AUTONOMOUS)",ME,Mechanical Engineering,163.67,155.33,,162.67,,,
5902,BHARATH NIKETAN ENGINEERING COLLEGE,ME,Mechanical Engineering,108.67,,,,,,
5904,K.L.N.COLLEGE OF ENGINEERING,AU,Automobile Engineering,143.67,,,,,,
5904,K.L.N.COLLEGE OF ENGINEERING,EI,"Electronics and
Instrumentation Engineering",,,,,,109,
5907,MOHAMED SATHAK ENGINEERING COLLEGE,ME,Mechanical Engineering,145.67,,,,,,
5910,"PSNA COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",149.67,,,,,,
5910,"PSNA COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",128.67,,,,,,
5910,"PSNA COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,128.33,,,,117,,
5912,"PANDIAN SARASWATHI YADAV ENGINEERING
COLLEGE",ME,Mechanical Engineering,,131,,,116,,
5913,R.V.S. COLLEGE OF ENGINEERING,ME,Mechanical Engineering,137.67,,,,,,
5913,R.V.S. COLLEGE OF ENGINEERING,TX,Textile Technology,132.33,,,,,,
5914,SOLAMALAI COLLEGE OF ENGINEERING,CE,Civil Engineering,111.67,,,,,,
5914,SOLAMALAI COLLEGE OF ENGINEERING,CS,"Computer Science and
Engineering",,126.33,,,,,
5914,SOLAMALAI COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",123.67,,,,,,
5914,SOLAMALAI COLLEGE OF ENGINEERING,EE,"Electrical and Electronics
Engineering",,112.33,,,,,
5914,SOLAMALAI COLLEGE OF ENGINEERING,ME,Mechanical Engineering,144,,,,,,
5915,SACS M.A.V.M.M ENGINEERING COLLEGE,CE,Civil Engineering,116,,,,,,
5915,SACS M.A.V.M.M ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",126.33,,,,,,
5915,SACS M.A.V.M.M ENGINEERING COLLEGE,ME,Mechanical Engineering,125.33,110.67,,117.67,,,
5930,"SBM COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,123.33,,,,,,
5930,"SBM COLLEGE OF ENGINEERING AND
TECHNOLOGY",CS,"Computer Science and
Engineering",132.67,,,,,,
5930,"SBM COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",120.67,,,120,,,
5930,"SBM COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,124.67,116.33,,118.33,119,123.67,
5935,"FATIMA MICHAEL COLLEGE OF ENGINEERING
AND TECHNOLOGY",AU,Automobile Engineering,,,,,128.67,,
5935,"FATIMA MICHAEL COLLEGE OF ENGINEERING
AND TECHNOLOGY",CS,"Computer Science and
Engineering",139.33,,,,,,
5935,"FATIMA MICHAEL COLLEGE OF ENGINEERING
AND TECHNOLOGY",ME,Mechanical Engineering,143.33,120.33,,,,,
5986,"VELAMMAL COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,128.33,,,,,,
5986,"VELAMMAL COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,156.33,,,,,,
5990,LATHA MATHAVAN ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",111.33,,,,,,
5990,LATHA MATHAVAN ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",115.67,,,,,,
5990,LATHA MATHAVAN ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",,,,,131.33,,
5990,LATHA MATHAVAN ENGINEERING COLLEGE,ME,Mechanical Engineering,138.67,117,,114.67,124,,
