"COLLEGE
CODE",COLLEGE NAME,BRANCH,BRANCH NAME,OC,BC,BCM,MBC,SC,SCA,ST
3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam,
Thanjavur District 612503",IT,INFORMATION TECHNOLOGY,,,,125.5,,,
3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam,
Thanjavur District 612503",ME,MECHANICAL ENGINEERING,119.5,,,,,,
3854,"Mahath Amma Institute of Engineering and Technology (MIET), Ariyur, Annavasal Road, Illupur
Taluk, Pudukkottai District 622101",ME,MECHANICAL ENGINEERING,117,,,,,,
3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai, Thiruvidaimaruthur,
Thanjavur District 612102",CS,COMPUTER SCIENCE AND ENGINEERING,154,138.4,,,,,
3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai, Thiruvidaimaruthur,
Thanjavur District 612102",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,114,,,,,
3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai, Thiruvidaimaruthur,
Thanjavur District 612102",ME,MECHANICAL ENGINEERING,115.5,,,,,,
3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road,  Thathanur, Udayarpalayam,
Ariyalur District 621804",CE,CIVIL  ENGINEERING,,,,122,,,
3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road,  Thathanur, Udayarpalayam,
Ariyalur District 621804",CS,COMPUTER SCIENCE AND ENGINEERING,,,,,102.5,,
3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road,  Thathanur, Udayarpalayam,
Ariyalur District 621804",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",137,,,,,,
3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road,  Thathanur, Udayarpalayam,
Ariyalur District 621804",ME,MECHANICAL ENGINEERING,115.5,,,,,,
3860,"St. Anne's College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti,
Cuddalore District 607110",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,100.5,,,
3905,"Kings College of Engineering, Punalkulam,
Pudukkottai District 613303",CS,"COMPUTER SCIENCE AND
ENGINEERING",,,,,126,,
3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",114,,,,,,
3905,"Kings College of Engineering, Punalkulam,
Pudukkottai District 613303",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,106,,,,,
3918,"Shanmuganathan Engineering College, Pillivalam
Post, Pudukkottai District 622507",ME,MECHANICAL ENGINEERING,,,,,125.5,,
3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501",CS,COMPUTER SCIENCE AND ENGINEERING,,119,,,,,
3926,"Chendhuran College of Engineering and Technology, Madurai Road, Lenavilakku, Pilivalam
Post, Pudukkottai - 622 507",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",118.5,,,,,,
3926,"Chendhuran College of Engineering and Technology, Madurai Road, Lenavilakku, Pilivalam
Post, Pudukkottai - 622 507",ME,MECHANICAL ENGINEERING,121.5,,,,,,
4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli
District 627007",CS,COMPUTER SCIENCE AND ENGINEERING,,,,136,,,
4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli
District 627007",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,,120.5,,
4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli
District 627007",ME,MECHANICAL ENGINEERING,,,,,,126,
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari
District 629004",CE,CIVIL  ENGINEERING,118,,,,,,
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari
District 629004",CS,COMPUTER SCIENCE AND ENGINEERING,139.5,132,,,,,
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari
District 629004",IT,INFORMATION TECHNOLOGY,143,131,,,,,
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari
District 629004",XC,CIVIL ENGINEERING (TAMIL MEDIUM),,109,,,,,
4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram,
Thoothukudi District 628008",CE,CIVIL  ENGINEERING,110.5,,,,,,
4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram,
Thoothukudi District 628008",XC,CIVIL ENGINEERING (TAMIL MEDIUM),132.5,,,,,,
4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram,
Thoothukudi District 628008",XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),,156.5,,,,,
4669,"Thamirabharani Engineering College, Chathirampudukulam Village, Thatchanallur,
Tirunelveli District 627358",CS,COMPUTER SCIENCE AND ENGINEERING,132.5,126,,,,,
4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,,,,110,,,
4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401",ME,MECHANICAL ENGINEERING,149,147,,,,,
4672,"Stella Mary's College of Engineering, Arunthengan Vilai, Azhikal Post, Kanyakumari District 629202",CE,CIVIL  ENGINEERING,,,,123.5,,,
4672,"Stella Mary's College of Engineering, Arunthengan Vilai, Azhikal Post, Kanyakumari District 629202",CS,COMPUTER SCIENCE AND ENGINEERING,151,113.5,,,,,
4672,"Stella Mary's College of Engineering, Arunthengan Vilai, Azhikal Post, Kanyakumari District 629202",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,143.5,,,,,,
4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor,
Tirunelveli District 627117",CS,COMPUTER SCIENCE AND ENGINEERING,,124,,,,,
4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor,
Tirunelveli District 627117",ME,MECHANICAL ENGINEERING,116.5,,,,,,
4677,"Lourdes Mount College of Engineering and Technology, Marthandam-Karungal Road, Chundavilai, Mullanganavilai, Nattalam Post,
Kanyakumari District 629195",ME,MECHANICAL ENGINEERING,117,,,,,,
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam,
Virudhunagar District 626117",CS,COMPUTER SCIENCE AND ENGINEERING,163,,,,,,
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam,
Virudhunagar District 626117",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,133.5,,,
4680,"AAA College of Engineering and Technology, Kamarajar Educational Road, Amathur Village,
Sivakasi, Virudhunagar District 626005",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,149,,,,,
4686,"Good Shepherd College of Engineering and Technology, Maruthamparai, Kanyakumari District
629101",CE,CIVIL  ENGINEERING,127.5,,,,,,
4686,"Good Shepherd College of Engineering and Technology, Maruthamparai, Kanyakumari District
629101",CS,COMPUTER SCIENCE AND ENGINEERING,,117,,,,,
4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi
District 628656",CS,COMPUTER SCIENCE AND ENGINEERING,125,120,,,,,
4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi
District 628656",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,123.5,,,,,,
4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi
District 628656",ME,MECHANICAL ENGINEERING,,125,,,,,
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",110,107.5,,,,,
4917,"Sethu Institute of Technology (Autonomous),
Kariapatti Post, Virudhunagar District 626115",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",112,109.5,,,,,
4917,"Sethu Institute of Technology (Autonomous),
Kariapatti Post, Virudhunagar District 626115",ME,MECHANICAL ENGINEERING,128.5,117,,,,,
4928,"MAR Ephraem College of Engineering & Technology, Malankara Hills, Elavuvillai,
Marthandam, Kanyakumari District 629171",ME,MECHANICAL ENGINEERING,,140,,,,,
4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat,
Thovalai, Kanyakumari District 629304",CE,CIVIL  ENGINEERING,106.5,,,,,,
4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat,
Thovalai, Kanyakumari District 629304",CS,COMPUTER SCIENCE AND ENGINEERING,,108,,,,,
4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat,
Thovalai, Kanyakumari District 629304",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,106.5,,,
4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat,
Thovalai, Kanyakumari District 629304",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,,128.5,,
4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat,
Thovalai, Kanyakumari District 629304",ME,MECHANICAL ENGINEERING,112.5,,,,,,
4933,"St. Mother Theresa Engineering College,
Vagaikulam, Thoothukudi District 628102",CS,"COMPUTER SCIENCE AND
ENGINEERING",104.5,,,,,,
4933,"St. Mother Theresa Engineering College,
Vagaikulam, Thoothukudi District 628102",ME,MECHANICAL ENGINEERING,137.5,,,,,,
4934,"Holy Cross Engineering College, Vagaikulam, Sri
Mulakarai, Srivaikuntam,  Thoothukudi District 628851",CS,COMPUTER SCIENCE AND ENGINEERING,,111.5,,,,,
4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai, Srivaikuntam,  Thoothukudi District
628851",ME,MECHANICAL ENGINEERING,122,,,,,,
4941,"Unnamalai Institute of Technology, Ayyaneri,
Kovilpatti, Thoothukudi District 628502",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,,,,128.5,,
4941,"Unnamalai Institute of Technology, Ayyaneri,
Kovilpatti, Thoothukudi District 628502",ME,MECHANICAL ENGINEERING,117.5,,,,,,
4946,"D M I Engineering College, Aralvaimozhi Village,
Thovalai, Kanyakumari District 629301",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",101,,,,,,
4946,"D M I Engineering College, Aralvaimozhi Village,
Thovalai, Kanyakumari District 629301",CE,CIVIL  ENGINEERING,,146,,,,,
4946,"D M I Engineering College, Aralvaimozhi Village,
Thovalai, Kanyakumari District 629301",CS,"COMPUTER SCIENCE AND
ENGINEERING",,,,126,,,
4946,"D M I Engineering College, Aralvaimozhi Village,
Thovalai, Kanyakumari District 629301",ME,MECHANICAL ENGINEERING,106.5,,,,,,
4948,"Rajas Institute of Technology , Ozhuginasery,
Nagercoil, Kanyakumari District 629001",CS,"COMPUTER SCIENCE AND
ENGINEERING",117,,,,,,
4949,"PSN Institute of Technology and
Science,Melathediyoor, Tirunelveli-627 152",CE,CIVIL  ENGINEERING,108.5,,,,,,
4949,"PSN Institute of Technology and
Science,Melathediyoor, Tirunelveli-627 152",CS,"COMPUTER SCIENCE AND
ENGINEERING",126,,,,,,
4949,"PSN Institute of Technology and
Science,Melathediyoor, Tirunelveli-627 152",ME,MECHANICAL ENGINEERING,,,,111,,,
4952,"C S I Institute of Technology, Thovalai,
Kanyakumari District 629302",CS,"COMPUTER SCIENCE AND
ENGINEERING",112.5,,,,,,
4952,"C S I Institute of Technology, Thovalai,
Kanyakumari District 629302",IT,INFORMATION TECHNOLOGY,157,,,,,,
4952,"C S I Institute of Technology, Thovalai,
Kanyakumari District 629302",ME,MECHANICAL ENGINEERING,,129,,,,,
4953,"CAPE Institute of Technology, Levingipuram,
Tirunelveli District 627114",CS,"COMPUTER SCIENCE AND
ENGINEERING",122.5,,,,,,
4953,"CAPE Institute of Technology, Levingipuram,
Tirunelveli District 627114",ME,MECHANICAL ENGINEERING,120,,,,,,
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,,,,,102.5,,
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",CS,COMPUTER SCIENCE AND ENGINEERING,142.5,,,,,,
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",131,,,,,,
4957,"Jayaraj Annapackiam CSI College of Engineering, Nazareth, Thoothukudi District 628617",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",129.5,,,,,,
4957,"Jayaraj Annapackiam CSI College of Engineering,
Nazareth, Thoothukudi District 628617",ME,MECHANICAL ENGINEERING,164,,,,,,
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",CS,COMPUTER SCIENCE AND ENGINEERING,129.5,,,,,,
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",128,,,,,,
4961,"Nellai College of Engineering (Formerly National College of Engineering), Maruthakulam Post,
Tirunelveli District 627151",ME,MECHANICAL ENGINEERING,,,,,122,,
4962,"National  Engineering College (Autonomous),
Kovilpatti, Thoothukudi District 628503",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",107,,,,,,
4962,"National  Engineering College (Autonomous), Kovilpatti, Thoothukudi District 628503",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,133,,,
4964,"PSN College of Engineering and  Technology (Autonomous),Melathediyoor, Tirunelveli-627 152",CS,COMPUTER SCIENCE AND ENGINEERING,,110.5,,,,,
4964,"PSN College of Engineering and  Technology (Autonomous),Melathediyoor, Tirunelveli-627 152",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",137,,,,,,
4964,"PSN College of Engineering and  Technology (Autonomous),Melathediyoor, Tirunelveli-627 152",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,110.5,,,
4965,"P S R  Engineering College (Autonomous), Appayanaickenpatti, Sevalpatty, Virudhunagar
District 626140",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,,,130,,,
4965,"P S R  Engineering College (Autonomous), Appayanaickenpatti, Sevalpatty, Virudhunagar
District 626140",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",137.5,133,,,,,
4965,"P S R  Engineering College (Autonomous), Appayanaickenpatti, Sevalpatty, Virudhunagar
District 626140",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,146,,,,,,
4965,"P S R  Engineering College (Autonomous), Appayanaickenpatti, Sevalpatty, Virudhunagar
District 626140",ME,MECHANICAL ENGINEERING,,110.5,,,,,
4967,"S Veerasamy Chettiar College of  Engineering and Technology, Puliangudi Post, Tenkasi District
627855",CE,CIVIL  ENGINEERING,134,,,,,,
4968,"Sardar Raja College of Engineering, Alangulam,
Tenkasi District 627808",CE,CIVIL  ENGINEERING,,102.5,,,,,
4968,"Sardar Raja College of Engineering, Alangulam,
Tenkasi District 627808",ME,MECHANICAL ENGINEERING,125.5,,,,,,
4969,"SCAD College of Engineering and Technology,
Cheranmahadevi, Tirunelveli District 627414",CS,"COMPUTER SCIENCE AND
ENGINEERING",160.5,139,,,,,
4969,"SCAD College of Engineering and Technology, Cheranmahadevi, Tirunelveli District 627414",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,116.5,,,
4969,"SCAD College of Engineering and Technology,
Cheranmahadevi, Tirunelveli District 627414",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,,,,97.5,,
4969,"SCAD College of Engineering and Technology,
Cheranmahadevi, Tirunelveli District 627414",ME,MECHANICAL ENGINEERING,123,,,,,,
4970,"Sree Sowdambika  College of Engineering, Aruppukkottai Taluk, Virudhunagar District 626134",ME,MECHANICAL ENGINEERING,119.5,,,,,,
4971,"St. Xavier's Catholic College of Engineering, Chunkankadai, Nagercoil, Kanyakumari District
629807",CE,CIVIL  ENGINEERING,120.5,,,,,,
4971,"St. Xavier's Catholic College of Engineering, Chunkankadai, Nagercoil, Kanyakumari District
629807",CS,COMPUTER SCIENCE AND ENGINEERING,,191.5,,,,,
4971,"St. Xavier's Catholic College of Engineering, Chunkankadai, Nagercoil, Kanyakumari District
629807",IT,INFORMATION TECHNOLOGY,155.5,,,,,,
4971,"St. Xavier's Catholic College of Engineering, Chunkankadai, Nagercoil, Kanyakumari District
629807",ME,MECHANICAL ENGINEERING,,134,,,,,
4972,"AMRITA  College of Engineering and Technology, Erachakulam Post, Kanyakumari District 629902",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",131.5,119.5,,,,,
4972,"AMRITA  College of Engineering and Technology, Erachakulam Post, Kanyakumari District 629902",ME,MECHANICAL ENGINEERING,139,,,,,,
4974,"Government College of Engineering, Tirunelveli District 627007",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",189,157,,,,,
4974,"Government College of Engineering, Tirunelveli
District 627007",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",153.5,,,,,,
4974,"Government College of Engineering, Tirunelveli
District 627007",ME,MECHANICAL ENGINEERING,,,,,138,,
4975,"Dr. G U Pope College of Engineering,
Sawyerpuram, Thoothukudi District  628251",CE,CIVIL  ENGINEERING,163.58,,,,,,
4975,"Dr. G U Pope College of Engineering,
Sawyerpuram, Thoothukudi District  628251",ME,MECHANICAL ENGINEERING,123.5,,,,,,
4977,"Narayanaguru College of Engineering,
Manjalumoodu, Kanyakumari District 629151",AU,AUTOMOBILE ENGINEERING,125.5,,,,,,
4977,"Narayanaguru College of Engineering,
Manjalumoodu, Kanyakumari District 629151",ME,MECHANICAL ENGINEERING,,112,,,,,
4978,"Udaya School of Engineering, Ammandivilai Post,
Kanyakumari District 629204",CS,"COMPUTER SCIENCE AND
ENGINEERING",125.5,,,,,,
4978,"Udaya School of Engineering, Ammandivilai Post,
Kanyakumari District 629204",ME,MECHANICAL ENGINEERING,112.5,,,,,,
4980,"Einstein College of Engineering, Seethaparpanallur,
Tirunelveli District 627012",CS,"COMPUTER SCIENCE AND
ENGINEERING",125.5,,,,,,
4980,"Einstein College of Engineering, Seethaparpanallur, Tirunelveli District 627012",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,139,,,,,
4981,"Ponjesly College of  Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",CE,CIVIL  ENGINEERING,144.5,,,,,,
4981,"Ponjesly College of  Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",CS,COMPUTER SCIENCE AND ENGINEERING,,138.5,,,,,
4981,"Ponjesly College of  Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",IT,INFORMATION TECHNOLOGY,124,,,,,,
4981,"Ponjesly College of  Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",ME,MECHANICAL ENGINEERING,,132,,,,,
4982,"Vins Christian College of Engineering, Chunkankadai Post, Nagercoil, Kanyakumari
District  629807",CE,CIVIL  ENGINEERING,96,,,,,,
4984,"Marthandam College of Engineering & Technology,
Kuttakuzhi, Veeyanoor Post, Kanyakumari District 629177",CE,CIVIL  ENGINEERING,120,,,,,,
4984,"Marthandam College of Engineering & Technology, Kuttakuzhi, Veeyanoor Post, Kanyakumari District
629177",CS,COMPUTER SCIENCE AND ENGINEERING,,112.5,,,,,
4984,"Marthandam College of Engineering & Technology, Kuttakuzhi, Veeyanoor Post, Kanyakumari District
629177",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,155,,,
4984,"Marthandam College of Engineering & Technology, Kuttakuzhi, Veeyanoor Post, Kanyakumari District
629177",ME,MECHANICAL ENGINEERING,132.5,,,,,,
4989,"PSN Engineering College, Melathediyoor,
Tirunelveli District 627152",AU,AUTOMOBILE ENGINEERING,,110.5,,,,,
4989,"PSN Engineering College, Melathediyoor,
Tirunelveli District 627152",ME,MECHANICAL ENGINEERING,,112.5,,,,,
4989,"PSN Engineering College, Melathediyoor,
Tirunelveli District 627152",MU,"MECHANICAL AND
AUTOMATION ENGINEERING",109.5,,,,,,
4992,"Bethlahem Institute of Engineering, Karungal,
Kanyakumari District 629157",AU,AUTOMOBILE ENGINEERING,102.5,,,,,,
4992,"Bethlahem Institute of Engineering, Karungal,
Kanyakumari District 629157",CS,"COMPUTER SCIENCE AND
ENGINEERING",,114,,,,,
4992,"Bethlahem Institute of Engineering, Karungal,
Kanyakumari District 629157",ME,MECHANICAL ENGINEERING,,137.5,,,,,
4993,"Loyola Institute of Technology and Science, Loyola Nagar,  P B No.2, Thovalai, Kanyakumari District
629302",CS,COMPUTER SCIENCE AND ENGINEERING,,111.5,,,,,
4993,"Loyola Institute of Technology and Science, Loyola Nagar,  P B No.2, Thovalai, Kanyakumari District
629302",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,111,,,
4993,"Loyola Institute of Technology and Science, Loyola Nagar,  P B No.2, Thovalai, Kanyakumari District
629302",ME,MECHANICAL ENGINEERING,,120.5,,,,,
4994,"J P College of Engineering, College Road, Ayakudy,
Tenkasi Taluk, Tenkasi District 627852",CS,"COMPUTER SCIENCE AND
ENGINEERING",127.5,,,,,,
4994,"J P College of Engineering, College Road, Ayakudy, Tenkasi Taluk, Tenkasi District 627852",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,149.5,,,,,
4994,"J P College of Engineering, College Road, Ayakudy,
Tenkasi Taluk, Tenkasi District 627852",ME,MECHANICAL ENGINEERING,116,,,,,,
4995,"P.S.R.R College of Engineering,
Appayanaickenpatti, Sevalpatti, Virudhunagar District 626140",CS,COMPUTER SCIENCE AND ENGINEERING,,125.5,,,,,
4996,"Sri Vidya College of Engineering and Technology,
Sivakasi Main Road, P Kumaralinapuram, Virudhunagar District 626005",CE,CIVIL  ENGINEERING,144.5,,,,,,
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P Kumaralinapuram,
Virudhunagar District 626005",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",,,,133,,,
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P Kumaralinapuram,
Virudhunagar District 626005",ME,MECHANICAL ENGINEERING,165,,,,,,
4999,"Annai Vailankanni College of Engineering, Pothaiyadi Salai, Pottalkulam, Azhagappapuram,
Kanyakumari District 629401",ME,MECHANICAL ENGINEERING,97.5,,,,,,
5008,"Thiagarajar College of Engineering
(Autonomous),Tirupparankundram, Madurai District 625015",CE,CIVIL  ENGINEERING,160.5,,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",CM,COMPUTER SCIENCE AND ENGINEERING (SS),176,,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",CS,COMPUTER SCIENCE AND ENGINEERING,188.5,,,,,,
5008,"Thiagarajar College of Engineering
(Autonomous),Tirupparankundram, Madurai District 625015",EM,"ELECTRONICS AND COMMUNICATION
ENGINEERING (SS)",127,,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",IM,INFORMATION TECHNOLOGY (SS),177,145,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",ME,MECHANICAL ENGINEERING,,168.5,,,,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",MF,MECHANICAL ENGINEERING (SS),,,,,126.5,,
5008,"Thiagarajar College of Engineering (Autonomous),Tirupparankundram, Madurai
District 625015",MG,MECHATRONICS (SS),,128.5,,,,,
5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni
District 625582",ME,MECHANICAL ENGINEERING,139.5,119,,,,,
5010,"Anna University Regional Campus - Madurai, Kanyakumari National Highway, Keelakuilkudi,
Madurai District 625019",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,129.5,,,,,,
5010,"Anna University Regional Campus - Madurai, Kanyakumari National Highway, Keelakuilkudi,
Madurai District 625019",ME,MECHANICAL ENGINEERING,,145,,,,,
5017,"University College of Engineering, Ramanathapuram, Pullangudi, Ramanathapuram
District 623513",XC,CIVIL ENGINEERING (TAMIL MEDIUM),139,,,,,,
5022,"University College of Engineering, Dindigul, Mangarai Pirivu, Reddiyarchathiram, Dindigul
District 624622",CE,CIVIL  ENGINEERING,130,,,,,,
5022,"University College of Engineering, Dindigul, Mangarai Pirivu, Reddiyarchathiram, Dindigul
District 624622",CS,COMPUTER SCIENCE AND ENGINEERING,118,,,,,,
5022,"University College of Engineering, Dindigul, Mangarai Pirivu, Reddiyarchathiram, Dindigul
District 624622",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,,,,125,,,
5022,"University College of Engineering, Dindigul, Mangarai Pirivu, Reddiyarchathiram, Dindigul
District 624622",ME,MECHANICAL ENGINEERING,,,,,117.5,,
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post, Dindigul
District 624002",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139,,,,,,
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Sindalaigundu Post, Dindigul
District 624002",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",158.35,144.4,,,,,
5533,"Karaikudi Institute of Technology and Karaikudi Institute of Management, KIT & KIM Technical Campus, Keeranipatti, Thalakkuvur, Karaikudi,
Sivagangai District 630307",CE,CIVIL  ENGINEERING,113,,,,,,
5533,"Karaikudi Institute of Technology and Karaikudi Institute of Management, KIT & KIM Technical Campus, Keeranipatti, Thalakkuvur, Karaikudi,
Sivagangai District 630307",CS,COMPUTER SCIENCE AND ENGINEERING,,107.5,,,,,
5533,"Karaikudi Institute of Technology and Karaikudi Institute of Management, KIT & KIM Technical Campus, Keeranipatti, Thalakkuvur, Karaikudi,
Sivagangai District 630307",ME,MECHANICAL ENGINEERING,,,,127.5,,,
5536,"Mangayarkarasi College of Engineering, First Street, Mangayarkarasi Nagar, Paravai, Madurai
District 625402",ME,MECHANICAL ENGINEERING,111,,,,,,
5703,"Christian College of Engineering and Technology, Oddanchatram, Dindigul District 624619",ME,MECHANICAL ENGINEERING,117.5,,,,,,
5832,"N P R College of Engineering and Technology,
Natham, Dindigul District 624401",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",108.5,,,,,,
5832,"N P R College of Engineering and Technology,
Natham, Dindigul District 624401",ME,MECHANICAL ENGINEERING,110,,,,,,
5862,"R V S Educational Trust’s Groups of Institutions (Integrated Campus), N Paraipatti Post,
Vedasandur Taluk, Dindigul District 624005",BM,BIO MEDICAL ENGINEERING,,,,120.5,,,
5865,"Nadar Saraswathi College of Engineering and Technology, Vadupudupatti, Annanji Post, Theni
District 625531",ME,MECHANICAL ENGINEERING,,145,,,,,
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous),
Karaikudi, Sivagangai District 630004",CE,CIVIL  ENGINEERING,,,,,158.5,,
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous),
Karaikudi, Sivagangai District 630004",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,122.5,,,,
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous),
Karaikudi, Sivagangai District 630004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,162.5,161,,131.5,,,
